12.5988, 40.4478
81.023, 24.2432
56.4171, 84.3228
46.4281, 79.8145
13.8841, 24.7852
53.9429, 68.1531
41.4845, 74.8166
95.5507, 61.4055
15.6274, 38.4464
34.3466, 21.8775
22.5292, 18.4703
77.0717, 92.9904
4.3878, 96.4075
7.972, 46.6341
58.5014, 82.5468
87.0794, 56.843
63.8988, 27.0509
63.1798, 10.9555
77.8251, 62.2584
10.7022, 28.7274
31.8435, 65.4632
33.2562, 88.6003
34.0543, 22.5162
79.1865, 55.388
92.2332, 24.4424
42.1189, 58.2074
51.3076, 59.4741
95.4343, 49.2694
73.2708, 79.7934
5.1582, 36.1324
40.6443, 51.22
38.9235, 40.3994
79.7554, 40.3303
73.1174, 52.4568
43.3421, 16.5252
30.7207, 65.4692
39.4159, 87.5209
42.5729, 52.9937
71.5097, 70.4239
98.7768, 78.3803
42.7513, 10.7871
10.2115, 50.0125
53.2137, 90.8246
93.9713, 66.4715
38.458, 62.8938
73.7332, 62.8618
86.2213, 49.5329
95.2479, 47.1807
10.7752, 91.447
89.2116, 96.8993
